Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,16.379999,16.879999,15.760000,15.990000,15.488911,2468100
2022-01-10,15.900000,16.600000,15.300000,16.450001,15.934496,3063100
2022-01-17,16.430000,16.700001,14.260000,14.330000,13.880931,2234200
2022-01-24,14.000000,15.920000,13.210000,15.830000,15.333924,3306500
2022-01-31,15.850000,16.900000,15.290000,16.320000,15.808569,2930000
2022-02-07,16.285000,18.570000,16.285000,17.889999,17.329369,4120700
2022-02-14,17.730000,19.570000,17.530001,18.770000,18.181791,3878300
2022-02-21,18.469999,20.459999,16.860001,19.900000,19.276381,6287700
2022-02-28,19.950001,21.870001,19.000000,20.600000,19.954445,5776100
2022-03-07,20.600000,21.889999,20.040001,20.990000,20.332222,5589200
2022-03-14,20.700001,20.790001,18.459999,20.740000,20.740000,5705000
2022-03-21,20.980000,23.870001,20.740000,23.860001,23.860001,6844400
2022-03-28,23.840000,24.452999,21.530001,23.719999,23.719999,5873300
2022-04-04,23.719999,24.285000,21.150000,22.100000,22.100000,6677300
2022-04-11,22.469999,25.000000,20.750000,24.639999,24.639999,6165000
2022-04-18,24.709999,26.000000,23.370001,23.600000,23.600000,6681800
2022-04-25,22.610001,23.195000,19.670000,22.030001,22.030001,6456900
2022-05-02,21.930000,24.080000,21.379999,22.570000,22.570000,5048300
2022-05-06,23.514999,23.514999,22.360001,22.570000,22.570000,1177573
