Date,Open,High,Low,Close,Volume
2021-11-26,15664.38,15731.54,15456.09,15491.66,2258249274
2021-11-24,15677.88,15848.56,15591.36,15845.23,2415644666
2021-11-23,15809.5,15895.86,15601.46,15775.14,3298279947
2021-11-22,16120.93,16212.23,15851.04,15854.76,3464406871
2021-11-19,16042.16,16121.12,16017.23,16057.44,3056478268
2021-11-18,15973.39,16010.88,15848.83,15993.71,3275127367
2021-11-17,15973.62,15998.57,15909.39,15921.57,2949904911
2021-11-16,15840.32,15989.61,15825.0,15973.86,3385083821
2021-11-15,15894.82,15918.45,15778.31,15853.85,3208107045
2021-11-12,15752.62,15874.57,15705.38,15860.96,3547275433
2021-11-11,15752.08,15768.03,15695.77,15704.28,2726110289
2021-11-10,15753.84,15867.24,15543.68,15622.71,3197055297
2021-11-09,16024.13,16035.21,15836.68,15886.54,3579896222
2021-11-08,15995.72,16038.23,15961.8,15982.36,4094811659
2021-11-05,16003.56,16053.39,15900.78,15971.59,3841047132
2021-11-04,15849.74,15966.09,15827.66,15940.31,3542354095
2021-11-03,15658.52,15821.57,15616.44,15811.58,3590939433
2021-11-02,15583.98,15656.61,15569.27,15649.6,3395775860
2021-11-01,15541.26,15598.95,15470.82,15595.92,3561714802
2021-10-29,15323.29,15504.12,15323.29,15498.39,3669036516
2021-10-28,15304.74,15452.3,15290.3,15448.12,3593318661
2021-10-27,15276.0,15364.54,15235.84,15235.84,4101435524
2021-10-26,15317.5,15384.0,15198.23,15235.71,5205386441
2021-10-25,15142.92,15259.63,15070.75,15226.71,4220646326
2021-10-22,15158.07,15193.02,15021.02,15090.2,3814010186
2021-10-21,15104.8,15222.25,15094.14,15215.7,2924636121
2021-10-20,15160.0,15178.39,15071.15,15121.68,2660946449
2021-10-19,15073.13,15137.86,15049.73,15129.09,2796611594
2021-10-18,14839.74,15026.68,14833.28,15021.81,2729010238
2021-10-15,14891.24,14904.98,14847.96,14897.34,3109141468
2021-10-14,14717.5,14827.55,14699.52,14823.43,2713855675
2021-10-13,14537.17,14589.28,14471.88,14571.63,2564598105
2021-10-12,14539.09,14552.71,14441.6,14465.92,2521292555
2021-10-11,14540.08,14665.99,14482.62,14486.2,2310298407
2021-10-08,14694.72,14699.91,14569.68,14579.54,2418201536
2021-10-07,14631.8,14755.72,14615.14,14654.02,2727822484
2021-10-06,14289.45,14509.55,14259.07,14501.91,3012489372
2021-10-05,14312.86,14508.65,14299.78,14433.83,2791414762
2021-10-04,14493.13,14499.73,14181.69,14255.48,3052244265
2021-10-01,14494.93,14606.82,14324.01,14566.7,3179649650
2021-09-30,14582.6,14632.36,14444.3,14448.58,3165502868
2021-09-29,14614.88,14676.62,14493.67,14512.44,3652983343
2021-09-28,14787.21,14817.74,14539.88,14546.68,3400001814
2021-09-27,14954.18,15003.16,14864.96,14969.97,3150444821
2021-09-24,14961.62,15067.56,14946.57,15047.7,2770230217
2021-09-23,14960.0,15085.44,14932.52,15052.24,2579786849
2021-09-22,14800.59,14950.12,14767.02,14896.85,2908739271
2021-09-21,14803.36,14847.03,14696.47,14746.4,2730547310
2021-09-20,14758.14,14841.82,14530.07,14713.9,3261017015
2021-09-17,15163.36,15166.56,14998.73,15043.97,4519162717
2021-09-16,15120.09,15205.5,15047.14,15181.92,2364408463
2021-09-15,15071.34,15174.38,14984.68,15161.53,2952665363
2021-09-14,15168.45,15181.19,15008.3,15037.76,3157548381
2021-09-13,15211.43,15215.44,15030.85,15105.58,3240052447
2021-09-10,15332.92,15349.47,15111.31,15115.49,3207906844
2021-09-09,15296.06,15352.38,15245.18,15248.25,2551808900
2021-09-08,15360.35,15360.35,15206.61,15286.64,2387637438
2021-09-07,15375.98,15403.44,15343.28,15374.33,2471899288
2021-09-03,15313.41,15375.57,15283.67,15363.52,2270541765
2021-09-02,15358.47,15380.07,15285.35,15331.18,2794975030
2021-09-01,15308.98,15379.5,15302.11,15309.38,2661841538
2021-08-31,15262.88,15278.96,15202.67,15259.24,2921472682
2021-08-30,15165.95,15288.08,15165.12,15265.89,2516076650
2021-08-27,14969.77,15144.48,14966.52,15129.5,2828258184
2021-08-26,15025.17,15059.63,14939.56,14945.81,2593774235
2021-08-25,15039.03,15059.43,15011.58,15041.86,2558683959
2021-08-24,14978.14,15034.89,14965.54,15019.8,2788390466
2021-08-23,14776.98,14963.46,14776.98,14942.65,2723948884
2021-08-20,14571.53,14722.16,14571.53,14714.66,2687397332
2021-08-19,14423.16,14610.76,14423.16,14541.79,2924014144
2021-08-18,14636.25,14697.25,14516.3,14525.91,2543775682
2021-08-17,14670.56,14716.95,14550.88,14656.18,2776702360
2021-08-16,14771.53,14794.68,14610.02,14793.76,2883249318
2021-08-13,14825.07,14850.61,14797.22,14822.9,2749382039
2021-08-12,14751.36,14824.3,14698.94,14816.26,2772133427
2021-08-11,14834.38,14842.5,14692.41,14765.13,2858281970
2021-08-10,14887.75,14894.61,14754.48,14788.09,2927181387
2021-08-09,14855.75,14883.81,14802.69,14860.18,3068509151
2021-08-06,14864.22,14890.18,14788.59,14835.76,3149407144
2021-08-05,14794.09,14896.48,14776.03,14895.12,2911627169
2021-08-04,14747.21,14812.38,14734.12,14780.53,3211141318
2021-08-03,14714.0,14762.6,14584.09,14761.29,3135964105
2021-08-02,14758.61,14770.41,14665.67,14681.07,2795795401
