Date,Open,High,Low,Close,Volume
2021-09-16,409.9,410.84,406.89,409.76,3362507
2021-09-15,407.45,410.91,406.37,410.47,3904168
2021-09-14,410.67,410.83,406.16,407.07,3669681
2021-09-13,411.17,411.36,406.97,409.2,4753904
2021-09-10,413.33,413.74,408.07,408.24,4048764
2021-09-09,412.98,414.71,411.22,411.42,3900599
2021-09-08,413.17,413.9,411.32,413.27,4025784
2021-09-07,414.91,414.93,413.06,413.67,3554127
2021-09-03,414.22,415.69,413.8,415.21,3756297
2021-09-02,415.44,416.07,414.13,415.37,2846241
2021-09-01,414.69,415.23,413.8,414.13,3267066
2021-08-31,414.3,414.66,413.22,413.69,6082830
2021-08-30,413.3,415.2,413.03,414.4,2821021
2021-08-27,409.74,412.97,409.67,412.51,3894952
2021-08-26,411.06,411.31,408.86,408.88,4723023
2021-08-25,410.71,411.86,410.32,411.28,3272124
2021-08-24,410.55,411.01,410.0,410.52,3016362
2021-08-23,407.91,410.73,407.89,409.87,3270104
2021-08-20,403.36,406.58,402.94,406.28,3274291
2021-08-19,399.78,404.22,399.62,403.09,5523801
2021-08-18,405.89,407.41,402.22,402.52,4894300
2021-08-17,407.07,407.71,403.98,406.89,5203286
2021-08-16,407.37,409.66,405.82,409.59,3396277
2021-08-13,408.3,408.62,407.84,408.62,2261188
2021-08-12,406.48,407.99,405.64,407.81,2328075
2021-08-11,406.66,406.73,405.58,406.62,3566105
2021-08-10,405.58,406.34,404.9,405.65,2408615
2021-08-09,405.42,405.72,404.36,405.14,1990902
2021-08-06,405.13,405.85,404.84,405.53,2495092
2021-08-05,403.38,404.86,403.06,404.83,3062853
2021-08-04,402.99,403.53,402.02,402.32,3892961
2021-08-03,401.75,404.33,399.61,404.25,4143192
2021-08-02,403.45,404.03,400.62,401.01,5833834
